image_name,label,track_id,x1,y1,x2,y2,image_only
Mandalay_1_88_70,0,_6galvgz0v,702,533,805,728,Mandalay_1_88
Mandalay_1_88_70,0,_fkenqhiee,474,527,562,702,Mandalay_1_88
Mandalay_1_88_70,1,_vlyb7j5x4,1335,575,1545,839,Mandalay_1_88
Mandalay_1_88_70,0,_9wozd2a3b,1642,576,1920,916,Mandalay_1_88
Mandalay_1_88_75,0,_wgcrzrb17,287,514,340,619,Mandalay_1_88
Mandalay_1_88_75,0,_ro7p6yhkj,479,526,549,664,Mandalay_1_88
Mandalay_1_88_75,0,_6galvgz0v,593,528,681,700,Mandalay_1_88
Mandalay_1_88_75,0,_fkenqhiee,367,521,444,671,Mandalay_1_88
Mandalay_1_88_75,1,_vlyb7j5x4,1092,563,1253,783,Mandalay_1_88
Mandalay_1_88_75,0,_9wozd2a3b,1287,557,1501,840,Mandalay_1_88
Mandalay_1_88_75,0,_wi8ocs08p,1719,600,1920,892,Mandalay_1_88
Mandalay_1_88_77,0,_ro7p6yhkj,441,524,508,656,Mandalay_1_88
Mandalay_1_88_77,0,_6galvgz0v,544,526,638,691,Mandalay_1_88
Mandalay_1_88_77,0,_fkenqhiee,334,519,403,661,Mandalay_1_88
Mandalay_1_88_77,1,_vlyb7j5x4,1012,557,1161,767,Mandalay_1_88
Mandalay_1_88_77,0,_9wozd2a3b,1172,552,1365,818,Mandalay_1_88
Mandalay_1_88_77,0,_wi8ocs08p,1527,591,1818,882,Mandalay_1_88
Mandalay_1_88_88,0,_ro7p6yhkj,277,512,332,623,Mandalay_1_88
Mandalay_1_88_88,0,_6galvgz0v,360,516,429,650,Mandalay_1_88
Mandalay_1_88_88,1,_vlyb7j5x4,656,537,753,696,Mandalay_1_88
Mandalay_1_88_88,0,_9wozd2a3b,731,532,845,722,Mandalay_1_88
Mandalay_1_88_88,0,_wi8ocs08p,843,547,988,754,Mandalay_1_88
Mandalay_1_88_90,0,_6galvgz0v,329,515,396,645,Mandalay_1_88
Mandalay_1_88_90,1,_vlyb7j5x4,606,534,696,687,Mandalay_1_88
Mandalay_1_88_90,0,_9wozd2a3b,674,527,780,714,Mandalay_1_88
Mandalay_1_88_90,0,_wi8ocs08p,754,543,889,738,Mandalay_1_88
Mandalay_1_88_95,0,_6galvgz0v,263,513,324,631,Mandalay_1_88
Mandalay_1_88_95,1,_vlyb7j5x4,505,528,580,666,Mandalay_1_88
Mandalay_1_88_95,0,_wi8ocs08p,569,535,680,706,Mandalay_1_88
Mandalay_1_89_01,1,_no2n3ety8,0,581,267,1080,Mandalay_1_89
Mandalay_1_89_01,0,_wwcp897zh,451,385,573,648,Mandalay_1_89
Mandalay_1_89_01,1,_8nrdvcp6c,717,390,866,644,Mandalay_1_89
Mandalay_1_89_04,1,_no2n3ety8,0,579,267,1080,Mandalay_1_89
Mandalay_1_89_04,0,_wwcp897zh,491,381,630,676,Mandalay_1_89
Mandalay_1_89_04,1,_8nrdvcp6c,639,388,787,626,Mandalay_1_89
Mandalay_1_89_04,0,_e0lp98g9p,1428,433,1649,738,Mandalay_1_89
Mandalay_1_89_100,1,_no2n3ety8,0,554,267,1080,Mandalay_1_89
Mandalay_1_89_100,0,_7t072rxe1,286,384,412,641,Mandalay_1_89
Mandalay_1_89_100,0,_ob0r3q2ta,1086,404,1218,610,Mandalay_1_89
Mandalay_1_89_100,0,_ibd5kohbz,513,359,569,476,Mandalay_1_89
Mandalay_1_89_100,1,_t4d9869wn,433,362,500,474,Mandalay_1_89
Mandalay_1_89_13,1,_no2n3ety8,0,555,267,1080,Mandalay_1_89
Mandalay_1_89_13,0,_wwcp897zh,705,403,918,801,Mandalay_1_89
Mandalay_1_89_13,1,_8nrdvcp6c,404,375,576,592,Mandalay_1_89
Mandalay_1_89_13,0,_e0lp98g9p,973,399,1109,629,Mandalay_1_89
Mandalay_1_89_13,0,_c7imhie1h,1649,453,1920,847,Mandalay_1_89
Mandalay_1_89_22,1,_no2n3ety8,0,549,266,1080,Mandalay_1_89
Mandalay_1_89_22,0,_wwcp897zh,1125,444,1503,1001,Mandalay_1_89
Mandalay_1_89_22,1,_8nrdvcp6c,229,371,444,580,Mandalay_1_89
Mandalay_1_89_22,0,_e0lp98g9p,729,377,823,552,Mandalay_1_89
Mandalay_1_89_22,0,_c7imhie1h,1075,407,1234,662,Mandalay_1_89
Mandalay_1_89_22,0,_nywg7r2yz,1681,460,1920,773,Mandalay_1_89
Mandalay_1_89_25,1,_no2n3ety8,0,550,266,1080,Mandalay_1_89
Mandalay_1_89_25,0,_wwcp897zh,1318,465,1773,1080,Mandalay_1_89
Mandalay_1_89_25,1,_8nrdvcp6c,186,371,410,580,Mandalay_1_89
Mandalay_1_89_25,0,_e0lp98g9p,672,373,758,534,Mandalay_1_89
Mandalay_1_89_25,0,_c7imhie1h,948,396,1085,627,Mandalay_1_89
Mandalay_1_89_25,0,_nywg7r2yz,1456,442,1691,722,Mandalay_1_89
Mandalay_1_89_25,0,_nmy2uc1g9,1707,437,1920,745,Mandalay_1_89
Mandalay_1_89_29,1,_no2n3ety8,0,551,265,1080,Mandalay_1_89
Mandalay_1_89_29,1,_8nrdvcp6c,121,371,358,580,Mandalay_1_89
Mandalay_1_89_29,0,_e0lp98g9p,608,367,682,513,Mandalay_1_89
Mandalay_1_89_29,0,_c7imhie1h,803,386,921,588,Mandalay_1_89
Mandalay_1_89_29,0,_nywg7r2yz,1245,426,1415,659,Mandalay_1_89
Mandalay_1_89_29,0,_nmy2uc1g9,1438,421,1634,679,Mandalay_1_89
Mandalay_1_89_36,1,_no2n3ety8,0,553,263,1080,Mandalay_1_89
Mandalay_1_89_36,1,_8nrdvcp6c,0,374,231,577,Mandalay_1_89
Mandalay_1_89_36,0,_e0lp98g9p,509,359,577,486,Mandalay_1_89
Mandalay_1_89_36,0,_c7imhie1h,613,370,708,536,Mandalay_1_89
Mandalay_1_89_36,0,_nywg7r2yz,965,401,1083,590,Mandalay_1_89
Mandalay_1_89_36,0,_nmy2uc1g9,1116,396,1238,596,Mandalay_1_89
Mandalay_1_89_36,0,_9lrzqhgbx,1745,464,1920,737,Mandalay_1_89
Mandalay_1_89_42,1,_no2n3ety8,0,554,262,1080,Mandalay_1_89
Mandalay_1_89_42,0,_e0lp98g9p,435,351,495,468,Mandalay_1_89
Mandalay_1_89_42,0,_c7imhie1h,495,361,573,504,Mandalay_1_89
Mandalay_1_89_42,0,_nywg7r2yz,780,384,880,547,Mandalay_1_89
Mandalay_1_89_42,0,_nmy2uc1g9,906,380,1005,549,Mandalay_1_89
Mandalay_1_89_42,0,_9lrzqhgbx,1408,434,1608,671,Mandalay_1_89
Mandalay_1_89_43,1,_no2n3ety8,0,554,262,1080,Mandalay_1_89
Mandalay_1_89_43,0,_e0lp98g9p,426,351,483,465,Mandalay_1_89
Mandalay_1_89_43,0,_c7imhie1h,479,360,555,500,Mandalay_1_89
Mandalay_1_89_43,0,_nywg7r2yz,753,381,850,541,Mandalay_1_89
Mandalay_1_89_43,0,_nmy2uc1g9,877,378,972,543,Mandalay_1_89
Mandalay_1_89_43,0,_9lrzqhgbx,1360,427,1548,660,Mandalay_1_89
Mandalay_1_89_43,0,_4mzbrk8d1,1652,447,1920,762,Mandalay_1_89
Mandalay_1_89_50,1,_no2n3ety8,0,556,279,1080,Mandalay_1_89
Mandalay_1_89_50,0,_e0lp98g9p,341,346,393,450,Mandalay_1_89
Mandalay_1_89_50,0,_c7imhie1h,386,351,443,475,Mandalay_1_89
Mandalay_1_89_50,0,_nywg7r2yz,593,368,673,506,Mandalay_1_89
Mandalay_1_89_50,0,_nmy2uc1g9,684,365,764,505,Mandalay_1_89
Mandalay_1_89_50,0,_9lrzqhgbx,1082,409,1218,597,Mandalay_1_89
Mandalay_1_89_50,0,_4mzbrk8d1,1132,409,1318,646,Mandalay_1_89
Mandalay_1_89_50,0,_7t072rxe1,66,333,116,449,Mandalay_1_89
Mandalay_1_89_58,1,_no2n3ety8,0,557,265,1080,Mandalay_1_89
Mandalay_1_89_58,0,_c7imhie1h,298,344,348,451,Mandalay_1_89
Mandalay_1_89_58,0,_nywg7r2yz,460,358,528,477,Mandalay_1_89
Mandalay_1_89_58,0,_nmy2uc1g9,505,354,570,473,Mandalay_1_89
Mandalay_1_89_58,0,_9lrzqhgbx,856,390,951,546,Mandalay_1_89
Mandalay_1_89_58,0,_4mzbrk8d1,779,381,895,564,Mandalay_1_89
Mandalay_1_89_58,0,_7t072rxe1,81,339,133,462,Mandalay_1_89
Mandalay_1_89_59,1,_no2n3ety8,0,557,264,1080,Mandalay_1_89
Mandalay_1_89_59,0,_c7imhie1h,288,343,337,448,Mandalay_1_89
Mandalay_1_89_59,0,_nywg7r2yz,445,358,512,474,Mandalay_1_89
Mandalay_1_89_59,0,_9lrzqhgbx,832,388,921,541,Mandalay_1_89
Mandalay_1_89_59,0,_4mzbrk8d1,749,378,859,556,Mandalay_1_89
Mandalay_1_89_59,0,_7t072rxe1,83,340,135,463,Mandalay_1_89
Mandalay_1_89_60,1,_no2n3ety8,0,557,263,1080,Mandalay_1_89
Mandalay_1_89_60,0,_c7imhie1h,277,342,326,445,Mandalay_1_89
Mandalay_1_89_60,0,_nywg7r2yz,429,357,495,471,Mandalay_1_89
Mandalay_1_89_60,0,_9lrzqhgbx,807,387,892,535,Mandalay_1_89
Mandalay_1_89_60,0,_4mzbrk8d1,719,375,822,548,Mandalay_1_89
Mandalay_1_89_60,0,_7t072rxe1,85,340,138,465,Mandalay_1_89
Mandalay_1_89_60,0,_cdbd7s82g,1628,477,1920,906,Mandalay_1_89
Mandalay_1_89_64,1,_no2n3ety8,0,557,276,1080,Mandalay_1_89
Mandalay_1_89_64,0,_c7imhie1h,237,340,288,435,Mandalay_1_89
Mandalay_1_89_64,0,_nywg7r2yz,378,355,438,459,Mandalay_1_89
Mandalay_1_89_64,0,_9lrzqhgbx,711,378,786,513,Mandalay_1_89
Mandalay_1_89_64,0,_4mzbrk8d1,623,368,707,523,Mandalay_1_89
Mandalay_1_89_64,0,_7t072rxe1,92,343,146,471,Mandalay_1_89
Mandalay_1_89_64,0,_cdbd7s82g,1299,442,1561,787,Mandalay_1_89
Mandalay_1_89_64,0,_ibd5kohbz,1685,458,1920,774,Mandalay_1_89
Mandalay_1_89_66,1,_no2n3ety8,0,557,294,1080,Mandalay_1_89
Mandalay_1_89_66,0,_nywg7r2yz,355,353,413,455,Mandalay_1_89
Mandalay_1_89_66,0,_9lrzqhgbx,666,374,736,502,Mandalay_1_89
Mandalay_1_89_66,0,_4mzbrk8d1,578,364,655,513,Mandalay_1_89
Mandalay_1_89_66,0,_7t072rxe1,92,343,149,471,Mandalay_1_89
Mandalay_1_89_66,0,_cdbd7s82g,1175,427,1398,744,Mandalay_1_89
Mandalay_1_89_66,0,_ibd5kohbz,1541,445,1772,735,Mandalay_1_89
Mandalay_1_89_67,1,_no2n3ety8,0,557,304,1080,Mandalay_1_89
Mandalay_1_89_67,0,_nywg7r2yz,344,353,401,453,Mandalay_1_89
Mandalay_1_89_67,0,_4mzbrk8d1,559,363,633,508,Mandalay_1_89
Mandalay_1_89_67,0,_7t072rxe1,93,344,151,474,Mandalay_1_89
Mandalay_1_89_67,0,_cdbd7s82g,1121,424,1329,724,Mandalay_1_89
Mandalay_1_89_67,0,_ibd5kohbz,1474,440,1695,717,Mandalay_1_89
Mandalay_1_89_67,1,_t4d9869wn,1621,468,1920,792,Mandalay_1_89
Mandalay_1_89_73,1,_no2n3ety8,0,556,267,1080,Mandalay_1_89
Mandalay_1_89_73,0,_4mzbrk8d1,448,356,513,483,Mandalay_1_89
Mandalay_1_89_73,0,_7t072rxe1,98,345,165,493,Mandalay_1_89
Mandalay_1_89_73,0,_cdbd7s82g,861,399,1004,635,Mandalay_1_89
Mandalay_1_89_73,0,_ibd5kohbz,1168,414,1330,630,Mandalay_1_89
Mandalay_1_89_73,1,_t4d9869wn,1188,431,1378,674,Mandalay_1_89
Mandalay_1_89_88,1,_no2n3ety8,0,562,282,1080,Mandalay_1_89
Mandalay_1_89_88,0,_7t072rxe1,139,355,229,547,Mandalay_1_89
Mandalay_1_89_88,0,_cdbd7s82g,497,366,580,518,Mandalay_1_89
Mandalay_1_89_88,0,_ob0r3q2ta,1739,455,1920,751,Mandalay_1_89
Mandalay_1_89_88,0,_ibd5kohbz,709,377,786,524,Mandalay_1_89
Mandalay_1_89_88,1,_t4d9869wn,655,380,746,530,Mandalay_1_89
Mandalay_1_9_01,0,_sc0yx4gd7,434,354,517,475,Mandalay_1_9
Mandalay_1_9_02,0,_sc0yx4gd7,421,353,503,473,Mandalay_1_9
Mandalay_1_9_02,0,_3nx2seut4,1628,496,1920,1015,Mandalay_1_9
Mandalay_1_9_10,0,_sc0yx4gd7,332,349,408,459,Mandalay_1_9
Mandalay_1_9_10,0,_3nx2seut4,985,412,1156,718,Mandalay_1_9
Mandalay_1_9_10,0,_ykg3bhulc,1722,457,1920,838,Mandalay_1_9
Mandalay_1_9_100,0,_ykg3bhulc,167,337,201,419,Mandalay_1_9
Mandalay_1_9_100,0,_ol541r4lb,202,340,255,433,Mandalay_1_9
Mandalay_1_9_100,0,_0a6pha4o3,78,334,122,408,Mandalay_1_9
Mandalay_1_9_100,0,_vp7ujujrr,133,334,171,425,Mandalay_1_9
Mandalay_1_9_100,0,_k4miy33lr,273,348,330,459,Mandalay_1_9
Mandalay_1_9_100,0,_hktotqm00,357,351,414,474,Mandalay_1_9
Mandalay_1_9_100,0,_oh3j7tmjq,487,366,558,491,Mandalay_1_9
Mandalay_1_9_100,0,_cdw4pgo4f,525,359,601,509,Mandalay_1_9
Mandalay_1_9_100,0,_7x6wpixjp,743,375,829,541,Mandalay_1_9
Mandalay_1_9_19,0,_sc0yx4gd7,260,346,330,443,Mandalay_1_9
Mandalay_1_9_19,0,_3nx2seut4,664,380,771,584,Mandalay_1_9
Mandalay_1_9_19,0,_ykg3bhulc,1250,421,1439,716,Mandalay_1_9
Mandalay_1_9_19,0,_miz5gn625,1700,429,1920,726,Mandalay_1_9
Mandalay_1_9_20,0,_sc0yx4gd7,254,346,323,442,Mandalay_1_9
Mandalay_1_9_20,0,_3nx2seut4,640,378,744,574,Mandalay_1_9
Mandalay_1_9_20,0,_ykg3bhulc,1208,419,1389,705,Mandalay_1_9
Mandalay_1_9_20,0,_28idl0avk,1614,462,1920,902,Mandalay_1_9
Mandalay_1_9_20,0,_miz5gn625,1640,427,1880,721,Mandalay_1_9
Mandalay_1_9_22,0,_sc0yx4gd7,241,345,309,438,Mandalay_1_9
Mandalay_1_9_22,0,_3nx2seut4,596,373,693,553,Mandalay_1_9
Mandalay_1_9_22,0,_ykg3bhulc,1136,413,1304,681,Mandalay_1_9
Mandalay_1_9_22,0,_28idl0avk,1416,441,1753,842,Mandalay_1_9
Mandalay_1_9_22,0,_miz5gn625,1545,421,1756,696,Mandalay_1_9
Mandalay_1_9_22,0,_ol541r4lb,1609,458,1880,806,Mandalay_1_9
Mandalay_1_9_31,0,_sc0yx4gd7,193,343,255,425,Mandalay_1_9
Mandalay_1_9_31,0,_3nx2seut4,432,358,509,497,Mandalay_1_9
Mandalay_1_9_31,0,_ykg3bhulc,865,391,989,603,Mandalay_1_9
Mandalay_1_9_31,0,_28idl0avk,863,394,1008,652,Mandalay_1_9
Mandalay_1_9_31,0,_miz5gn625,1160,396,1292,596,Mandalay_1_9
Mandalay_1_9_31,0,_ol541r4lb,1183,418,1333,682,Mandalay_1_9
Mandalay_1_9_31,0,_0a6pha4o3,1571,460,1908,868,Mandalay_1_9
Mandalay_1_9_36,0,_3nx2seut4,373,352,433,478,Mandalay_1_9
Mandalay_1_9_36,0,_ykg3bhulc,748,382,855,571,Mandalay_1_9
Mandalay_1_9_36,0,_28idl0avk,692,378,817,597,Mandalay_1_9
Mandalay_1_9_36,0,_miz5gn625,989,392,1100,574,Mandalay_1_9
Mandalay_1_9_36,0,_ol541r4lb,1022,404,1145,633,Mandalay_1_9
Mandalay_1_9_36,0,_0a6pha4o3,1195,427,1420,745,Mandalay_1_9
Mandalay_1_9_44,0,_3nx2seut4,292,346,349,452,Mandalay_1_9
Mandalay_1_9_44,0,_ykg3bhulc,601,368,687,528,Mandalay_1_9
Mandalay_1_9_44,0,_28idl0avk,500,361,593,535,Mandalay_1_9
Mandalay_1_9_44,0,_miz5gn625,759,367,851,531,Mandalay_1_9
Mandalay_1_9_44,0,_ol541r4lb,823,388,920,576,Mandalay_1_9
Mandalay_1_9_44,0,_0a6pha4o3,823,396,958,628,Mandalay_1_9
Mandalay_1_9_44,0,_vp7ujujrr,1618,463,1920,878,Mandalay_1_9
Mandalay_1_9_50,0,_3nx2seut4,249,341,305,440,Mandalay_1_9
Mandalay_1_9_50,0,_ykg3bhulc,526,364,607,509,Mandalay_1_9
Mandalay_1_9_50,0,_28idl0avk,398,354,478,505,Mandalay_1_9
Mandalay_1_9_50,0,_miz5gn625,627,361,701,498,Mandalay_1_9
Mandalay_1_9_50,0,_ol541r4lb,698,380,785,545,Mandalay_1_9
Mandalay_1_9_50,0,_0a6pha4o3,642,381,737,571,Mandalay_1_9
Mandalay_1_9_50,0,_vp7ujujrr,1128,421,1335,716,Mandalay_1_9
Mandalay_1_9_50,0,_k4miy33lr,1668,473,1920,895,Mandalay_1_9
Mandalay_1_9_52,0,_ykg3bhulc,505,362,583,504,Mandalay_1_9
Mandalay_1_9_52,0,_28idl0avk,367,352,442,495,Mandalay_1_9
Mandalay_1_9_52,0,_ol541r4lb,663,378,745,536,Mandalay_1_9
Mandalay_1_9_52,0,_0a6pha4o3,593,376,682,557,Mandalay_1_9
Mandalay_1_9_52,0,_vp7ujujrr,1021,411,1192,683,Mandalay_1_9
Mandalay_1_9_52,0,_k4miy33lr,1511,457,1790,837,Mandalay_1_9
Mandalay_1_9_56,0,_ykg3bhulc,464,358,539,494,Mandalay_1_9
Mandalay_1_9_56,0,_28idl0avk,319,347,387,480,Mandalay_1_9
Mandalay_1_9_56,0,_ol541r4lb,597,373,673,521,Mandalay_1_9
Mandalay_1_9_56,0,_0a6pha4o3,506,365,595,531,Mandalay_1_9
Mandalay_1_9_56,0,_vp7ujujrr,853,396,985,626,Mandalay_1_9
Mandalay_1_9_56,0,_k4miy33lr,1258,431,1462,747,Mandalay_1_9
Mandalay_1_9_56,0,_hktotqm00,1653,457,1920,880,Mandalay_1_9
Mandalay_1_9_58,0,_ykg3bhulc,445,357,517,490,Mandalay_1_9
Mandalay_1_9_58,0,_28idl0avk,293,345,359,473,Mandalay_1_9
Mandalay_1_9_58,0,_ol541r4lb,566,370,641,514,Mandalay_1_9
Mandalay_1_9_58,0,_0a6pha4o3,464,363,552,521,Mandalay_1_9
Mandalay_1_9_58,0,_vp7ujujrr,780,391,900,602,Mandalay_1_9
Mandalay_1_9_58,0,_k4miy33lr,1159,422,1332,711,Mandalay_1_9
Mandalay_1_9_58,0,_hktotqm00,1495,442,1785,826,Mandalay_1_9
Mandalay_1_9_58,1,_nfoij5rqc,1759,444,1920,722,Mandalay_1_9
Mandalay_1_9_61,0,_ykg3bhulc,417,355,487,483,Mandalay_1_9
Mandalay_1_9_61,0,_28idl0avk,257,344,318,464,Mandalay_1_9
Mandalay_1_9_61,0,_ol541r4lb,521,365,593,503,Mandalay_1_9
Mandalay_1_9_61,0,_0a6pha4o3,409,359,498,505,Mandalay_1_9
Mandalay_1_9_61,0,_vp7ujujrr,685,383,792,573,Mandalay_1_9
Mandalay_1_9_61,0,_k4miy33lr,1027,409,1175,667,Mandalay_1_9
Mandalay_1_9_61,0,_hktotqm00,1303,425,1531,758,Mandalay_1_9
Mandalay_1_9_61,1,_nfoij5rqc,1589,438,1793,684,Mandalay_1_9
Mandalay_1_9_61,0,_oh3j7tmjq,1710,472,1920,789,Mandalay_1_9
Mandalay_1_9_71,0,_ykg3bhulc,323,347,383,460,Mandalay_1_9
Mandalay_1_9_71,0,_28idl0avk,174,336,225,438,Mandalay_1_9
Mandalay_1_9_71,0,_ol541r4lb,401,358,465,481,Mandalay_1_9
Mandalay_1_9_71,0,_0a6pha4o3,259,347,327,468,Mandalay_1_9
Mandalay_1_9_71,0,_vp7ujujrr,454,363,535,509,Mandalay_1_9
Mandalay_1_9_71,0,_k4miy33lr,724,383,817,573,Mandalay_1_9
Mandalay_1_9_71,0,_hktotqm00,872,392,1005,625,Mandalay_1_9
Mandalay_1_9_71,1,_nfoij5rqc,1158,406,1300,590,Mandalay_1_9
Mandalay_1_9_71,0,_oh3j7tmjq,1169,422,1320,655,Mandalay_1_9
Mandalay_1_9_71,0,_cdw4pgo4f,1681,457,1920,897,Mandalay_1_9
Mandalay_1_9_75,0,_ykg3bhulc,292,346,348,453,Mandalay_1_9
Mandalay_1_9_75,0,_28idl0avk,150,335,198,431,Mandalay_1_9
Mandalay_1_9_75,0,_ol541r4lb,365,355,426,473,Mandalay_1_9
Mandalay_1_9_75,0,_0a6pha4o3,213,343,278,454,Mandalay_1_9
Mandalay_1_9_75,0,_vp7ujujrr,376,358,449,492,Mandalay_1_9
Mandalay_1_9_75,0,_k4miy33lr,640,376,721,550,Mandalay_1_9
Mandalay_1_9_75,0,_hktotqm00,759,381,871,590,Mandalay_1_9
Mandalay_1_9_75,1,_nfoij5rqc,1022,403,1139,575,Mandalay_1_9
Mandalay_1_9_75,0,_oh3j7tmjq,1033,409,1154,619,Mandalay_1_9
Mandalay_1_9_75,0,_cdw4pgo4f,1320,428,1554,775,Mandalay_1_9
Mandalay_1_9_75,0,_7x6wpixjp,1749,452,1920,766,Mandalay_1_9
Mandalay_1_9_90,0,_ykg3bhulc,214,339,256,431,Mandalay_1_9
Mandalay_1_9_90,0,_ol541r4lb,259,348,313,448,Mandalay_1_9
Mandalay_1_9_90,0,_0a6pha4o3,123,337,171,424,Mandalay_1_9
Mandalay_1_9_90,0,_vp7ujujrr,172,342,221,442,Mandalay_1_9
Mandalay_1_9_90,0,_k4miy33lr,391,357,455,489,Mandalay_1_9
Mandalay_1_9_90,0,_hktotqm00,481,360,555,514,Mandalay_1_9
Mandalay_1_9_90,1,_nfoij5rqc,657,375,771,515,Mandalay_1_9
Mandalay_1_9_90,0,_oh3j7tmjq,642,377,721,527,Mandalay_1_9
Mandalay_1_9_90,0,_cdw4pgo4f,717,375,827,567,Mandalay_1_9
Mandalay_1_9_90,0,_7x6wpixjp,1001,394,1126,600,Mandalay_1_9
Mandalay_1_90_01,0,_slkky8vyw,912,388,1019,566,Mandalay_1_90
Mandalay_1_90_01,1,_ywq0h5ikc,319,337,376,449,Mandalay_1_90
Mandalay_1_90_01,0,_yezuxvzn9,388,352,439,475,Mandalay_1_90
Mandalay_1_90_01,1,_fn0l43ejq,786,376,876,527,Mandalay_1_90
Mandalay_1_90_01,0,_hebru3i84,1627,447,1920,824,Mandalay_1_90
Mandalay_1_90_04,0,_slkky8vyw,843,381,940,550,Mandalay_1_90
Mandalay_1_90_04,1,_ywq0h5ikc,285,336,340,443,Mandalay_1_90
Mandalay_1_90_04,0,_yezuxvzn9,358,349,409,468,Mandalay_1_90
Mandalay_1_90_04,1,_fn0l43ejq,734,372,820,517,Mandalay_1_90
Mandalay_1_90_04,0,_hebru3i84,1367,433,1619,751,Mandalay_1_90
Mandalay_1_90_04,0,_g6g7vcd57,1550,476,1920,891,Mandalay_1_90
Mandalay_1_90_08,0,_slkky8vyw,754,376,844,531,Mandalay_1_90
Mandalay_1_90_08,1,_ywq0h5ikc,239,334,292,436,Mandalay_1_90
Mandalay_1_90_08,0,_wtn7mwhge,281,343,334,446,Mandalay_1_90
Mandalay_1_90_08,0,_yezuxvzn9,320,345,369,458,Mandalay_1_90
Mandalay_1_90_08,1,_fn0l43ejq,665,367,744,503,Mandalay_1_90
Mandalay_1_90_08,0,_hebru3i84,1124,413,1317,674,Mandalay_1_90
Mandalay_1_90_08,0,_g6g7vcd57,1181,439,1413,763,Mandalay_1_90
Mandalay_1_90_10,0,_slkky8vyw,714,374,801,523,Mandalay_1_90
Mandalay_1_90_10,1,_ywq0h5ikc,219,333,270,432,Mandalay_1_90
Mandalay_1_90_10,0,_wtn7mwhge,260,342,311,440,Mandalay_1_90
Mandalay_1_90_10,0,_yezuxvzn9,302,343,350,453,Mandalay_1_90
Mandalay_1_90_10,1,_fn0l43ejq,633,365,709,497,Mandalay_1_90
Mandalay_1_90_10,0,_hebru3i84,1032,403,1195,645,Mandalay_1_90
Mandalay_1_90_10,0,_g6g7vcd57,1045,421,1240,720,Mandalay_1_90
Mandalay_1_90_10,0,_e2lky4pka,106,339,163,454,Mandalay_1_90
Mandalay_1_90_100,0,_23gjvxk8n,228,342,295,457,Mandalay_1_90
Mandalay_1_90_100,0,_d6r89rprw,694,371,770,504,Mandalay_1_90
Mandalay_1_90_12,0,_slkky8vyw,673,370,756,514,Mandalay_1_90
Mandalay_1_90_12,1,_ywq0h5ikc,200,333,249,429,Mandalay_1_90
Mandalay_1_90_12,0,_wtn7mwhge,241,341,293,438,Mandalay_1_90
Mandalay_1_90_12,1,_fn0l43ejq,601,363,674,490,Mandalay_1_90
Mandalay_1_90_12,0,_hebru3i84,959,398,1088,609,Mandalay_1_90
Mandalay_1_90_12,0,_g6g7vcd57,930,415,1097,684,Mandalay_1_90
Mandalay_1_90_12,0,_e2lky4pka,116,340,174,459,Mandalay_1_90
Mandalay_1_90_15,0,_slkky8vyw,619,367,695,504,Mandalay_1_90
Mandalay_1_90_15,0,_wtn7mwhge,210,337,262,432,Mandalay_1_90
Mandalay_1_90_15,1,_fn0l43ejq,553,360,622,481,Mandalay_1_90
Mandalay_1_90_15,0,_hebru3i84,846,389,959,603,Mandalay_1_90
Mandalay_1_90_15,0,_g6g7vcd57,793,398,928,637,Mandalay_1_90
Mandalay_1_90_15,0,_e2lky4pka,131,342,190,467,Mandalay_1_90
Mandalay_1_90_18,0,_slkky8vyw,568,365,638,494,Mandalay_1_90
Mandalay_1_90_18,1,_fn0l43ejq,509,357,574,474,Mandalay_1_90
Mandalay_1_90_18,0,_hebru3i84,764,383,865,577,Mandalay_1_90
Mandalay_1_90_18,0,_g6g7vcd57,681,387,793,601,Mandalay_1_90
Mandalay_1_90_18,0,_e2lky4pka,146,343,207,475,Mandalay_1_90
Mandalay_1_90_25,1,_fn0l43ejq,419,350,477,460,Mandalay_1_90
Mandalay_1_90_25,0,_hebru3i84,596,369,676,529,Mandalay_1_90
Mandalay_1_90_25,0,_g6g7vcd57,500,367,587,537,Mandalay_1_90
Mandalay_1_90_25,0,_e2lky4pka,199,350,272,502,Mandalay_1_90
Mandalay_1_90_25,0,_ctp6zgmo6,1686,448,1920,739,Mandalay_1_90
Mandalay_1_90_32,0,_hebru3i84,486,358,551,495,Mandalay_1_90
Mandalay_1_90_32,0,_g6g7vcd57,387,363,461,503,Mandalay_1_90
Mandalay_1_90_32,0,_e2lky4pka,284,359,369,534,Mandalay_1_90
Mandalay_1_90_32,0,_ctp6zgmo6,1217,415,1392,645,Mandalay_1_90
Mandalay_1_90_33,0,_hebru3i84,474,357,536,491,Mandalay_1_90
Mandalay_1_90_33,0,_g6g7vcd57,376,362,448,500,Mandalay_1_90
Mandalay_1_90_33,0,_e2lky4pka,300,360,386,540,Mandalay_1_90
Mandalay_1_90_33,0,_mzsbm11b0,79,347,135,467,Mandalay_1_90
Mandalay_1_90_33,0,_ctp6zgmo6,1168,410,1333,633,Mandalay_1_90
Mandalay_1_90_47,0,_hebru3i84,344,348,394,455,Mandalay_1_90
Mandalay_1_90_47,0,_g6g7vcd57,237,348,292,454,Mandalay_1_90
Mandalay_1_90_47,0,_e2lky4pka,566,388,696,657,Mandalay_1_90
Mandalay_1_90_47,0,_mzsbm11b0,158,364,238,539,Mandalay_1_90
